DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
11/16/2018,20762591502,Bought 0.059 ABT @ 71.8179,0.059,ABT,71.8179,,-4.24,,,,
11/16/2018,20762591501,QUALIFIED DIVIDEND (ABT),,ABT,,,4.24,,,,
11/16/2018,20762508697,Bought 0.115 O @ 63.3999,0.115,O,63.3999,,-7.29,,,,
11/16/2018,20762508696,ORDINARY DIVIDEND (O),,O,,,7.29,,,,
11/16/2018,20762700028,Bought 0.226 LNT @ 45.1762,0.226,LNT,45.1762,,-10.21,,,,
11/16/2018,20762700027,QUALIFIED DIVIDEND (LNT),,LNT,,,10.21,,,,
11/16/2018,20762292461,Bought 0.289 HRL @ 45.8755,0.289,HRL,45.8755,,-13.26,,,,
11/16/2018,20762292459,QUALIFIED DIVIDEND (HRL),,HRL,,,13.26,,,,
11/15/2018,20754575768,Sold 0.448 SRE @ 110.74,0.448,SRE,110.74,,49.61,,,,
11/15/2018,20753818526,Sold 19 SRE @ 110.7386,19,SRE,110.7386,4.95,2099.05,0.03,,,
11/08/2018,20706394713,Bought 0.073 LOW @ 100.0265,0.073,LOW,100.0265,,-7.27,,,,
11/08/2018,20706394712,QUALIFIED DIVIDEND (LOW),,LOW,,,7.27,,,,
11/05/2018,20668196235,QUALIFIED DIVIDEND (CBRL),,CBRL,,,8.75,,,,
11/02/2018,20661822016,Bought 1.562 T @ 30.5423,1.562,T,30.5423,,-47.71,,,,
11/02/2018,20661822015,QUALIFIED DIVIDEND (T),,T,,,47.71,,,,
11/02/2018,20662177590,QUALIFIED DIVIDEND (VZ),,VZ,,,26.98,,,,
11/02/2018,20662177591,Bought 0.479 VZ @ 56.3046,0.479,VZ,56.3046,,-26.98,,,,
11/02/2018,20661735129,Bought 0.45 GIS @ 42.2977,0.45,GIS,42.2977,,-19.04,,,,
11/02/2018,20661735128,QUALIFIED DIVIDEND (GIS),,GIS,,,19.04,,,,
11/01/2018,20648466705,Bought 0.205 TD @ 55.578,0.205,TD,55.578,,-11.41,,,,
11/01/2018,20648466704,QUALIFIED DIVIDEND (TD),,TD,,,11.41,,,,
10/26/2018,20581630951,Bought 11 TXN @ 90.5422,11,TXN,90.5422,4.95,-1000.91,,,,
10/24/2018,20559211758,Bought 0.041 MKC @ 142.0267,0.041,MKC,142.0267,,-5.77,,,,
10/24/2018,20559211756,QUALIFIED DIVIDEND (MKC),,MKC,,,5.77,,,,
10/16/2018,20507525811,Bought 0.127 O @ 57.0458,0.127,O,57.0458,,-7.26,,,,
10/16/2018,20507525810,ORDINARY DIVIDEND (O),,O,,,7.26,,,,
10/16/2018,20507568565,Bought 0.149 SRE @ 116.2657,0.149,SRE,116.2657,,-17.27,,,,
10/16/2018,20507568564,QUALIFIED DIVIDEND (SRE),,SRE,,,17.27,,,,
10/15/2018,20497937331,QUALIFIED DIVIDEND (BCE),,BCE,,,14.55,,,,
10/12/2018,20485326471,Bought 8 ITW @ 129.8277,8,ITW,129.8277,4.95,-1043.57,,,,
10/09/2018,20444429869,QUALIFIED DIVIDEND (ITW),,ITW,,,8.00,,,,
10/02/2018,20387065834,Bought 0.083 ADP @ 151.0874,0.083,ADP,151.0874,,-12.55,,,,
10/02/2018,20387065833,QUALIFIED DIVIDEND (ADP),,ADP,,,12.55,,,,
10/02/2018,20385282705,Bought 0.178 GPC @ 98.9071,0.178,GPC,98.9071,,-17.56,,,,
10/02/2018,20385282704,QUALIFIED DIVIDEND (GPC),,GPC,,,17.56,,,,
09/26/2018,20294673999,Bought 0.325 DUK @ 80.79,0.325,DUK,80.79,,-26.27,,,,
09/26/2018,20294673998,QUALIFIED DIVIDEND (DUK),,DUK,,,26.27,,,,
09/21/2018,20264661129,Bought 0.615 D @ 70.7688,0.615,D,70.7688,,-43.49,,,,
09/21/2018,20264661128,QUALIFIED DIVIDEND (D),,D,,,43.49,,,,
09/21/2018,20264546048,Bought 0.207 VFC @ 92.2426,0.207,VFC,92.2426,,-19.08,,,,
09/21/2018,20264546046,QUALIFIED DIVIDEND (VFC),,VFC,,,19.08,,,,
09/18/2018,20236568520,Bought 0.149 NEE @ 173.1156,0.149,NEE,173.1156,,-25.78,,,,
09/18/2018,20236568519,QUALIFIED DIVIDEND (NEE),,NEE,,,25.78,,,,
09/17/2018,20226241706,Bought 0.59 KHC @ 57.9905,0.59,KHC,57.9905,,-34.24,,,,
09/17/2018,20226241705,QUALIFIED DIVIDEND (KHC),,KHC,,,34.24,,,,
09/17/2018,20226186540,Bought 0.152 HSY @ 104.5559,0.152,HSY,104.5559,,-15.94,,,,
09/17/2018,20226186539,QUALIFIED DIVIDEND (HSY),,HSY,,,15.94,,,,
09/17/2018,20226349487,Bought 0.125 O @ 57.8848,0.125,O,57.8848,,-7.22,,,,
09/17/2018,20226349486,ORDINARY DIVIDEND (O),,O,,,7.22,,,,
09/14/2018,20214721626,Bought 0.127 MSFT @ 113.2085,0.127,MSFT,113.2085,,-14.34,,,,
09/14/2018,20214721625,QUALIFIED DIVIDEND (MSFT),,MSFT,,,14.34,,,,
09/10/2018,20165227288,QUALIFIED DIVIDEND (TGT),,TGT,,,21.93,,,,
09/05/2018,20135380826,Bought 0.3 WEC @ 68.6822,0.3,WEC,68.6822,,-20.63,,,,
09/05/2018,20135380824,QUALIFIED DIVIDEND (WEC),,WEC,,,20.63,,,,
09/04/2018,20120149059,Bought 25 BCE @ 40.1517,25,BCE,40.1517,4.95,-1008.74,,,,
08/30/2018,20077020091,Sold 0.267 TGT @ 87.05,0.267,TGT,87.05,,23.24,,,,
08/30/2018,20074778454,Sold 34 TGT @ 87.05,34,TGT,87.05,4.95,2954.71,0.04,,,
08/24/2018,20043558951,Bought 0.287 WELL @ 64.6102,0.287,WELL,64.6102,,-18.56,,,,
08/24/2018,20043558950,ORDINARY DIVIDEND (WELL),,WELL,,,18.56,,,,
08/16/2018,19993414012,QUALIFIED DIVIDEND (HRL),,HRL,,,13.19,,,,
08/16/2018,19993581102,Bought 0.124 O @ 58.0028,0.124,O,58.0028,,-7.19,,,,
08/16/2018,19993634393,Bought 0.066 ABT @ 64.0878,0.066,ABT,64.0878,,-4.22,,,,
08/16/2018,19993634392,QUALIFIED DIVIDEND (ABT),,ABT,,,4.22,,,,
08/16/2018,19993581101,ORDINARY DIVIDEND (O),,O,,,7.19,,,,
08/16/2018,19993414013,Bought 0.348 HRL @ 37.9213,0.348,HRL,37.9213,,-13.19,,,,
08/16/2018,19993747644,Bought 0.235 LNT @ 43.1865,0.235,LNT,43.1865,,-10.13,,,,
08/16/2018,19993747643,QUALIFIED DIVIDEND (LNT),,LNT,,,10.13,,,,
08/14/2018,19972042734,Bought 8 ITW @ 137.47,8,ITW,137.47,4.95,-1104.71,,,,
08/09/2018,19948031597,Bought 0.072 LOW @ 100.0014,0.072,LOW,100.0014,,-7.24,,,,
08/09/2018,19948031596,QUALIFIED DIVIDEND (LOW),,LOW,,,7.24,,,,
08/06/2018,19913092008,QUALIFIED DIVIDEND (CBRL),,CBRL,,,8.75,,,,
08/03/2018,19901788295,QUALIFIED DIVIDEND (CBRL),,CBRL,,,26.25,,,,
08/02/2018,19898482261,Bought 1.468 T @ 31.9959,1.468,T,31.9959,,-46.98,,,,
08/02/2018,19898482260,QUALIFIED DIVIDEND (T),,T,,,46.98,,,,
08/02/2018,19898820855,Bought 0.504 VZ @ 51.8271,0.504,VZ,51.8271,,-26.12,,,,
08/02/2018,19898399992,Bought 0.417 GIS @ 45.2047,0.417,GIS,45.2047,,-18.83,,,,
08/02/2018,19898820854,QUALIFIED DIVIDEND (VZ),,VZ,,,26.12,,,,
08/02/2018,19898399991,QUALIFIED DIVIDEND (GIS),,GIS,,,18.83,,,,
08/01/2018,19886231247,Bought 0.192 TD @ 59.4132,0.192,TD,59.4132,,-11.42,,,,
08/01/2018,19886231246,QUALIFIED DIVIDEND (TD),,TD,,,11.42,,,,
07/24/2018,19801577150,Bought 0.049 MKC @ 116.5227,0.049,MKC,116.5227,,-5.75,,,,
07/24/2018,19801577149,QUALIFIED DIVIDEND (MKC),,MKC,,,5.75,,,,
07/17/2018,19764789993,Bought 0.148 SRE @ 115.7444,0.148,SRE,115.7444,,-17.14,,,,
07/17/2018,19764789992,QUALIFIED DIVIDEND (SRE),,SRE,,,17.14,,,,
07/16/2018,19756589578,Bought 0.131 O @ 54.7683,0.131,O,54.7683,,-7.16,,,,
07/16/2018,19756589577,ORDINARY DIVIDEND (O),,O,,,7.16,,,,
07/10/2018,19722075129,Bought 7 CBRL @ 158.1345,7,CBRL,158.1345,4.95,-1111.89,,,,
07/03/2018,19674556965,Bought 0.191 GPC @ 91.0924,0.191,GPC,91.0924,,-17.42,,,,
07/03/2018,19674556964,QUALIFIED DIVIDEND (GPC),,GPC,,,17.42,,,,
07/03/2018,19673296980,Bought 0.093 ADP @ 133.9217,0.093,ADP,133.9217,,-12.49,,,,
07/03/2018,19673296979,QUALIFIED DIVIDEND (ADP),,ADP,,,12.49,,,,
06/22/2018,19552680177,Bought 0.327 DUK @ 76.1855,0.327,DUK,76.1855,,-24.92,,,,
06/22/2018,19552680176,QUALIFIED DIVIDEND (DUK),,DUK,,,24.92,,,,
06/21/2018,19542058372,Bought 0.644 D @ 66.6971,0.644,D,66.6971,,-42.95,,,,
06/21/2018,19542058371,QUALIFIED DIVIDEND (D),,D,,,42.95,,,,
06/19/2018,19519948102,Bought 0.227 VFC @ 83.5924,0.227,VFC,83.5924,,-18.98,,,,
06/19/2018,19519948101,QUALIFIED DIVIDEND (VFC),,VFC,,,18.98,,,,
06/18/2018,19510427622,Bought 0.135 O @ 52.8533,0.135,O,52.8533,,-7.11,,,,
06/18/2018,19510427621,ORDINARY DIVIDEND (O),,O,,,7.11,,,,
06/18/2018,19510247865,Bought 0.558 KHC @ 60.7747,0.558,KHC,60.7747,,-33.89,,,,
06/18/2018,19510318077,Bought 0.112 NEE @ 160.1412,0.112,NEE,160.1412,,-17.88,,,,
06/18/2018,19510318076,QUALIFIED DIVIDEND (NEE),,NEE,,,17.88,,,,
06/18/2018,19510247864,QUALIFIED DIVIDEND (KHC),,KHC,,,33.89,,,,
06/18/2018,19510198459,Bought 0.079 HSY @ 91.8668,0.079,HSY,91.8668,,-7.22,,,,
06/18/2018,19510198458,QUALIFIED DIVIDEND (HSY),,HSY,,,7.22,,,,
06/15/2018,19497322769,Bought 0.142 MSFT @ 100.8883,0.142,MSFT,100.8883,,-14.28,,,,
06/15/2018,19497322767,QUALIFIED DIVIDEND (MSFT),,MSFT,,,14.28,,,,
06/13/2018,19473605960,Bought 22 VZ @ 47.5664,22,VZ,47.5664,4.95,-1051.41,,,,
06/13/2018,19473598837,Bought 31 T @ 32.5553,31,T,32.5553,4.95,-1014.16,,,,
06/13/2018,19473588803,Bought 11 HSY @ 90.6404,11,HSY,90.6404,4.95,-1001.99,,,,
06/12/2018,19466060548,Bought 0.267 TGT @ 78.9233,0.267,TGT,78.9233,,-21.08,,,,
06/12/2018,19466060547,QUALIFIED DIVIDEND (TGT),,TGT,,,21.08,,,,
06/11/2018,19455123467,Bought 7 NEE @ 155.39,7,NEE,155.39,4.95,-1092.68,,,,
06/04/2018,19398677159,Bought 0.331 WEC @ 61.7186,0.331,WEC,61.7186,,-20.44,,,,
06/04/2018,19398677158,QUALIFIED DIVIDEND (WEC),,WEC,,,20.44,,,,
05/25/2018,19320110319,ORDINARY DIVIDEND (WELL),,WELL,,,18.27,,,,
05/25/2018,19320110320,Bought 0.331 WELL @ 55.202,0.331,WELL,55.202,,-18.27,,,,
05/16/2018,19260610227,Bought 0.069 ABT @ 60.9055,0.069,ABT,60.9055,,-4.20,,,,
05/16/2018,19260714133,Bought 0.247 LNT @ 40.7346,0.247,LNT,40.7346,,-10.05,,,,
05/16/2018,19260299654,Bought 0.363 HRL @ 36.1731,0.363,HRL,36.1731,,-13.13,,,,
05/16/2018,19260299653,QUALIFIED DIVIDEND (HRL),,HRL,,,13.13,,,,
05/16/2018,19260714132,QUALIFIED DIVIDEND (LNT),,LNT,,,10.05,,,,
05/16/2018,19260516902,Bought 0.136 O @ 51.9132,0.136,O,51.9132,,-7.08,,,,
05/16/2018,19260516901,ORDINARY DIVIDEND (O),,O,,,7.08,,,,
05/16/2018,19260610226,QUALIFIED DIVIDEND (ABT),,ABT,,,4.20,,,,
05/10/2018,19225830952,QUALIFIED DIVIDEND (LOW),,LOW,,,6.15,,,,
05/10/2018,19225830954,Bought 0.073 LOW @ 84.5512,0.073,LOW,84.5512,,-6.15,,,,
05/03/2018,19176540590,Bought 16 KHC @ 54.999,16,KHC,54.999,4.95,-884.93,,,,
05/02/2018,19167787867,QUALIFIED DIVIDEND (GIS),,GIS,,,18.62,,,,
05/02/2018,19167787868,Bought 0.437 GIS @ 42.6179,0.437,GIS,42.6179,,-18.62,,,,
05/02/2018,19167523991,Bought 0.269 VZ @ 48.1647,0.269,VZ,48.1647,,-12.98,,,,
05/02/2018,19167523990,QUALIFIED DIVIDEND (VZ),,VZ,,,12.98,,,,
05/02/2018,19167079076,Bought 0.959 T @ 32.316,0.959,T,32.316,,-31.00,,,,
05/02/2018,19167079075,QUALIFIED DIVIDEND (T),,T,,,31.00,,,,
05/01/2018,19155581986,Bought 0.205 TD @ 55.9755,0.205,TD,55.9755,,-11.50,,,,
05/01/2018,19155581985,QUALIFIED DIVIDEND (TD),,TD,,,11.50,,,,
04/24/2018,19085751079,Sold 0.49 MO @ 55.24,0.49,MO,55.24,,27.07,,,,
04/24/2018,19085750330,Sold 0.318 PM @ 82.01,0.318,PM,82.01,,26.08,,,,
04/24/2018,19085081723,Bought 0.055 MKC @ 103.6875,0.055,MKC,103.6875,,-5.72,,,,
04/24/2018,19085081722,QUALIFIED DIVIDEND (MKC),,MKC,,,5.72,,,,
04/24/2018,19084789949,Sold 45 MO @ 55.2351,45,MO,55.2351,4.95,2480.57,0.06,,,
04/24/2018,19083826075,Sold 30 PM @ 82.0105,30,PM,82.0105,4.95,2455.31,0.06,,,
04/17/2018,19046550969,Bought 0.151 SRE @ 112.4438,0.151,SRE,112.4438,,-17.01,,,,
04/17/2018,19046550968,QUALIFIED DIVIDEND (SRE),,SRE,,,17.01,,,,
04/16/2018,19037827527,Bought 0.138 O @ 51.1093,0.138,O,51.1093,,-7.05,,,,
04/16/2018,19037827526,ORDINARY DIVIDEND (O),,O,,,7.05,,,,
04/12/2018,19019869559,Bought 0.318 PM @ 100.9379,0.318,PM,100.9379,,-32.10,,,,
04/12/2018,19019869558,QUALIFIED DIVIDEND (PM),,PM,,,32.10,,,,
04/11/2018,19012092039,Bought 0.49 MO @ 64.3423,0.49,MO,64.3423,,-31.50,,,,
04/11/2018,19012092038,QUALIFIED DIVIDEND (MO),,MO,,,31.50,,,,
04/04/2018,18959384325,Bought 29 T @ 35.8245,29,T,35.8245,4.95,-1043.86,,,,
04/03/2018,18949004166,Bought 0.197 GPC @ 87.51,0.197,GPC,87.51,,-17.28,,,,
04/03/2018,18949004165,QUALIFIED DIVIDEND (GPC),,GPC,,,17.28,,,,
04/03/2018,18949111825,Bought 0.1 ADP @ 113.3919,0.1,ADP,113.3919,,-11.34,,,,
04/03/2018,18949111824,QUALIFIED DIVIDEND (ADP),,ADP,,,11.34,,,,
04/03/2018,18948521797,Bought 16 KHC @ 60.3148,16,KHC,60.3148,4.95,-969.99,,,,
04/03/2018,18948455008,Bought 15 D @ 67.54,15,D,67.54,4.95,-1018.05,,,,
03/26/2018,18847176137,Bought 0.226 KHC @ 60.8887,0.226,KHC,60.8887,,-13.75,,,,
03/26/2018,18847176136,QUALIFIED DIVIDEND (KHC),,KHC,,,13.75,,,,
03/21/2018,18814293521,Bought 0.44 D @ 68.3692,0.44,D,68.3692,,-30.06,,,,
03/21/2018,18814293520,QUALIFIED DIVIDEND (D),,D,,,30.06,,,,
03/20/2018,18803946401,Bought 0.252 VFC @ 74.7951,0.252,VFC,74.7951,,-18.86,,,,
03/20/2018,18803946400,QUALIFIED DIVIDEND (VFC),,VFC,,,18.86,,,,
03/16/2018,18785916196,Bought 0.111 NEE @ 159.9025,0.111,NEE,159.9025,,-17.76,,,,
03/16/2018,18785790584,Bought 0.137 O @ 51.2959,0.137,O,51.2959,,-7.01,,,,
03/16/2018,18785790583,ORDINARY DIVIDEND (O),,O,,,7.01,,,,
03/16/2018,18785916195,QUALIFIED DIVIDEND (NEE),,NEE,,,17.76,,,,
03/16/2018,18783609169,CASH MOVEMENT OF INCOMING ACCOUNT TRANSFER,,,,,24.92,,,,
03/15/2018,18774610753,CASH MOVEMENT OF INCOMING ACCOUNT TRANSFER,,,,,7.22,,,,
03/12/2018,18744897746,CASH MOVEMENT OF INCOMING ACCOUNT TRANSFER,,,,,21.08,,,,
03/08/2018,18724260487,Sold 28 NNN @ 38.8654,28,NNN,38.8654,4.95,1083.25,0.03,,,
03/08/2018,18723638813,CASH MOVEMENT OF INCOMING ACCOUNT TRANSFER,,,,,14.28,,,,
03/01/2018,18666682316,CASH MOVEMENT OF INCOMING ACCOUNT TRANSFER,,,,,20.44,,,,
02/28/2018,18633298183,CASH MOVEMENT OF INCOMING ACCOUNT TRANSFER,,,,,0.04,,,,
02/26/2018,18578338717,CASH MOVEMENT OF INCOMING ACCOUNT TRANSFER,,,,,6952.01,,,,
02/26/2018,18576803116,TRANSFER OF SECURITY OR OPTION IN (SRE),19,SRE,,,0.00,,,,
02/26/2018,18576562752,TRANSFER OF SECURITY OR OPTION IN (MSFT),34,MSFT,,,0.00,,,,
02/26/2018,18574635856,TRANSFER OF SECURITY OR OPTION IN (NEE),16,NEE,,,0.00,,,,
02/26/2018,18574610516,TRANSFER OF SECURITY OR OPTION IN (HRL),70,HRL,,,0.00,,,,
02/26/2018,18572828250,TRANSFER OF SECURITY OR OPTION IN (T),33,T,,,0.00,,,,
02/26/2018,18571766378,TRANSFER OF SECURITY OR OPTION IN (GIS),38,GIS,,,0.00,,,,
02/26/2018,18570207810,TRANSFER OF SECURITY OR OPTION IN (HSY),11,HSY,,,0.00,,,,
02/26/2018,18569895362,TRANSFER OF SECURITY OR OPTION IN (LNT),30,LNT,,,0.00,,,,
02/26/2018,18568392716,TRANSFER OF SECURITY OR OPTION IN (VFC),41,VFC,,,0.00,,,,
02/26/2018,18566489852,TRANSFER OF SECURITY OR OPTION IN (MKC),11,MKC,,,0.00,,,,
02/26/2018,18564403120,TRANSFER OF SECURITY OR OPTION IN (WEC),37,WEC,,,0.00,,,,
02/26/2018,18564340728,TRANSFER OF SECURITY OR OPTION IN (ADP),18,ADP,,,0.00,,,,
02/26/2018,18560917868,TRANSFER OF SECURITY OR OPTION IN (TD),22,TD,,,0.00,,,,
02/26/2018,18560707644,TRANSFER OF SECURITY OR OPTION IN (VZ),22,VZ,,,0.00,,,,
02/26/2018,18559766206,TRANSFER OF SECURITY OR OPTION IN (TGT),34,TGT,,,0.00,,,,
02/26/2018,18559481988,TRANSFER OF SECURITY OR OPTION IN (MO),45,MO,,,0.00,,,,
02/26/2018,18558661010,TRANSFER OF SECURITY OR OPTION IN (GPC),24,GPC,,,0.00,,,,
02/26/2018,18558318346,TRANSFER OF SECURITY OR OPTION IN (D),36,D,,,0.00,,,,
02/26/2018,18556958810,TRANSFER OF SECURITY OR OPTION IN (PM),30,PM,,,0.00,,,,
02/26/2018,18556865048,TRANSFER OF SECURITY OR OPTION IN (KHC),22,KHC,,,0.00,,,,
02/26/2018,18556607182,TRANSFER OF SECURITY OR OPTION IN (O),32,O,,,0.00,,,,
02/26/2018,18555503560,TRANSFER OF SECURITY OR OPTION IN (HCN),21,HCN,,,0.00,,,,
02/26/2018,18552310912,TRANSFER OF SECURITY OR OPTION IN (DUK),28,DUK,,,0.00,,,,
02/26/2018,18551580456,TRANSFER OF SECURITY OR OPTION IN (NNN),28,NNN,,,0.00,,,,
02/26/2018,18550464116,TRANSFER OF SECURITY OR OPTION IN (LOW),15,LOW,,,0.00,,,,
02/26/2018,18547158008,TRANSFER OF SECURITY OR OPTION IN (ABT),15,ABT,,,0.00,,,,
02/23/2018,2868976709,MISCELLANEOUS JOURNAL ENTRY,,,,,0.02,,,,
02/22/2018,2868423385,ORDINARY DIVIDEND (LNT),,LNT,,,-0.02,,,,
02/21/2018,2867328870,REDEMPTION (O),1,O,,,0.00,,,,
02/21/2018,2867328829,MISCELLANEOUS JOURNAL ENTRY,,,,,-33.71,,,,
02/21/2018,2867280788,ORDINARY DIVIDEND (HCN),,HCN,,,18.27,,,,
02/21/2018,2867280784,REDEMPTION (O),1,O,,,0.00,,,,
02/20/2018,2867321613,MISCELLANEOUS JOURNAL ENTRY,,,,,-15.42,,,,
02/20/2018,2867321589,MISCELLANEOUS JOURNAL ENTRY,,,,,15.42,,,,
02/20/2018,2867321573,LNT,,LNT,,,0.02,,,,
02/16/2018,2866890817,Bought 1 O @ 49.4997,1,O,49.4997,,-49.50,,,,
02/16/2018,2866890808,REDEMPTION (O),1,O,,,0.00,,,,
02/16/2018,2866890445,MISCELLANEOUS JOURNAL ENTRY,,,,,-1351.33,,,,
02/16/2018,2866890438,REDEMPTION (O),1,O,,,0.00,,,,
02/15/2018,2867011807,MISCELLANEOUS JOURNAL ENTRY (O),,O,,,6.57,,,,
02/15/2018,2867011794,MISCELLANEOUS JOURNAL ENTRY (NNN),,NNN,,,13.30,,,,
02/15/2018,2867011764,MISCELLANEOUS JOURNAL ENTRY (HRL),,HRL,,,13.13,,,,
02/15/2018,2867011754,MISCELLANEOUS JOURNAL ENTRY (LNT),,LNT,,,0.02,,,,
02/15/2018,2867011728,MISCELLANEOUS JOURNAL ENTRY (LNT),,LNT,,,10.05,,,,
02/15/2018,2867011719,MISCELLANEOUS JOURNAL ENTRY (ABT),,ABT,,,4.20,,,,
02/15/2018,2867011710,MISCELLANEOUS JOURNAL ENTRY (O),,O,,,-6.57,,,,
02/15/2018,2867011700,ORDINARY DIVIDEND (O),,O,,,6.57,,,,
02/15/2018,2867011690,MISCELLANEOUS JOURNAL ENTRY (NNN),,NNN,,,-13.30,,,,
02/15/2018,2867011673,ORDINARY DIVIDEND (NNN),,NNN,,,13.30,,,,
02/15/2018,2867011660,MISCELLANEOUS JOURNAL ENTRY (HRL),,HRL,,,-13.13,,,,
02/15/2018,2867011650,ORDINARY DIVIDEND (HRL),,HRL,,,13.13,,,,
02/15/2018,2866884384,MISCELLANEOUS JOURNAL ENTRY (LNT),,LNT,,,-0.02,,,,
02/15/2018,2866884376,MISCELLANEOUS JOURNAL ENTRY (LNT),,LNT,,,-10.05,,,,
02/15/2018,2866884363,ORDINARY DIVIDEND (LNT),,LNT,,,0.02,,,,
02/15/2018,2866884347,ORDINARY DIVIDEND (LNT),,LNT,,,10.05,,,,
02/15/2018,2866884340,MISCELLANEOUS JOURNAL ENTRY (ABT),,ABT,,,-4.20,,,,
02/15/2018,2866884330,ORDINARY DIVIDEND (ABT),,ABT,,,4.20,,,,
02/14/2018,2866857856,Sold 20 NKE @ 67.8155,20,NKE,67.8155,4.95,1351.33,,,,
02/07/2018,2863128427,REDEMPTION (O),1,O,,,0.00,,,,
02/07/2018,2863128412,MISCELLANEOUS JOURNAL ENTRY (LOW),,LOW,,,6.15,,,,
02/07/2018,2863128390,REDEMPTION (O),1,O,,,0.00,,,,
02/07/2018,2863128359,MISCELLANEOUS JOURNAL ENTRY (LOW),,LOW,,,-6.15,,,,
02/07/2018,2863128347,ORDINARY DIVIDEND (LOW),,LOW,,,6.15,,,,
02/05/2018,2860186786,Bought 1 O @ 50.7495,1,O,50.7495,,-50.75,,,,
02/05/2018,2860186571,REDEMPTION (O),1,O,,,0.00,,,,
02/05/2018,2860186561,REDEMPTION (O),1,O,,,0.00,,,,
02/01/2018,2861039021,MISCELLANEOUS JOURNAL ENTRY (VZ),,VZ,,,12.98,,,,
02/01/2018,2861039013,MISCELLANEOUS JOURNAL ENTRY (TD),,TD,,,10.73,,,,
02/01/2018,2861039005,MISCELLANEOUS JOURNAL ENTRY (GIS),,GIS,,,18.62,,,,
02/01/2018,2861038997,MISCELLANEOUS JOURNAL ENTRY (T),,T,,,16.50,,,,
02/01/2018,2861038989,MISCELLANEOUS JOURNAL ENTRY (VZ),,VZ,,,-12.98,,,,
02/01/2018,2861038981,ORDINARY DIVIDEND (VZ),,VZ,,,12.98,,,,
02/01/2018,2861038973,MISCELLANEOUS JOURNAL ENTRY (TD),,TD,,,-10.73,,,,
02/01/2018,2861038965,ORDINARY DIVIDEND (TD),,TD,,,10.73,,,,
02/01/2018,2861038957,MISCELLANEOUS JOURNAL ENTRY (GIS),,GIS,,,-18.62,,,,
02/01/2018,2861038949,ORDINARY DIVIDEND (GIS),,GIS,,,18.62,,,,
02/01/2018,2861038941,MISCELLANEOUS JOURNAL ENTRY (T),,T,,,-16.50,,,,
02/01/2018,2861038933,ORDINARY DIVIDEND (T),,T,,,16.50,,,,
